ç   6111776      1   65 MERCADO DO MAZINHO LTDA - ME             06.02.2004                    1,00 0                 0                 02.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6132312      1   35 CAVALO VAPOR INDUSTRIA E COMERCIO LTDA   20.02.2004               48.000,00 0                 0                 26.06.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6132598      1   59 CENTRO DE FORMACAO DE CONDUTORES VALE D  20.02.2004               20.000,00 0                 0                 03.11.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6133236      1   82 MARCO ALMEIDA CORRETAGEM E CONSULTORIA I 23.10.2004                2.000,00 0                 0                 11.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6135471      1   93 MINISTERIO DA RESTAURACAO PLENA          14.11.2003                    1,00 0                 0                 12.08.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6139410      1    2 EUROPESCA INDUSTRIA E COMERCIO DE PESCAD 10.03.2004              240.000,00 0                 0                 27.06.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6181476      1   52 INNOVA RIO ENGENHARIA E CONSTRUCOES LTDA 31.03.2004            2.200.000,00 0                 0                 28.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6183119      1   23 DOC MARIA EDITORA LTDA - ME              29.03.2004                  700,00 0                 0                 13.03.2009                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6190119      1   50 FERREIRA & COROLIN COMERCIO DE DECORACOE 25.03.2004               15.000,00 0                 0                 27.05.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6236048      1   80 TINTAS SIL INDUSTRIA E COMERCIO DE TINTA 29.04.2004              100.000,00 0                 0                 31.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6241329      1   20 MAKTUB TRANSPORTE RODORIARIO DE CARGAS L 15.04.2004               35.000,00 0                 0                 17.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6248123      1   22 BORGES & DIAS LTDA                       05.05.2004               50.000,00 0                 0                 15.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6262820      1   38 LIX CONSTRUCOES LTDA                     23.10.2004           70.586.863,00 0                 0                 12.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6277459      1   13 IMBITUBA OPERADORA PORTUARIA             21.05.2004              200.000,00 0                 0                 04.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6289412      1   70 F H CREVELLARI ME                        10.08.2004                6.000,00 0                 0                 14.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6295987      1    3 ANEL TRANSPORTES LTDA - ME               08.03.2004                7.000,00 0                 0                 22.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6326386      1    2 DROPS MODAS LTDA                         14.06.2004               10.000,00 0                 0                 05.05.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6372801      7   50 CCF IMPORTACAO E COMERCIO TEXTIL LTDA -  26.06.2014              500.000,00 0                 0                 11.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6554877      1    0 MONSENHOR GIL PREFEITURA                 31.12.1974                  100,00 0                 0                 24.10.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6689681      1   23 A C BEZERRA REPRESENTACOES LTDA          27.07.1978                8.000,00 0                 0                 11.11.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6850108      1   50 ADRIANA APARECIDA DE LIMA DIGITACAO - ME 14.07.2004                    1,00 0                 0                 05.11.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6866648      1   21 O & S CONSULTORIA E ACESSORIA EMPRESARIA 19.07.2004                5.000,00 0                 0                 21.05.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6879879      1   70 ALTEC ENGENHARIA LTDA                    19.07.2004            1.000.000,00 0                 0                 24.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6910076      1   30 TKR CALCADOS E CONFECCOES LTDA           09.08.2004               20.000,00 0                 0                 28.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6927754      4   10 J.N.E TELECOMUNICACOES E INFORMATICA EIR 04.05.2010              500.000,00 0                 0                 29.05.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   6974552      1   87 EXTINMAX COMERCIO DE EXTINTORES E EQUIPA 12.08.2004                5.000,00 0                 0                 27.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7001673      1    5 BATARRA ALIMENTOS LTDA. - ME             16.09.2004              200.000,00 0                 0                 29.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7058974      1   75 MARCELO FERREIRA AVALO ME                06.10.2004               20.000,00 0                 0                 13.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7089633      1   67 TIERTE COMERCIO E REPRESENTACOES LTDA    12.11.2004               10.000,00 0                 0                 16.12.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7091300      1   72 ILCA DE OLIVEIRA DANTAS ME               09.11.2004               10.000,00 0                 0                 24.07.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7110611      1   31 TRANSPORTES J M C LTDA EPP               18.11.2004              190.000,00 0                 0                 08.04.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7147810      1   14 NIVI - SEG CORRETORA DE SEGUROS DE VIDA  21.12.2004                1.000,00 0                 0                 21.05.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ª                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
çTRANSITO PESSJURI.CARGFICA DESENVOLVIMENTO        10/11/2014        09:16:58        - 6 -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ç                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ç       CPF FILIAL CTRL NOME                                     DT FUND                VALOR RENDA CINDCD-COBR-RENEG CINDCD-COBR-RENEG HATULZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ç---------- ------ ---- ---------------------------------------- ---------- ----------------------- ----------------- ----------------- ----------                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7166413      1   90 J C SANTOS SILVA                         06.01.2005               10.000,00 0                 0                 17.01.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7169369      5    3 DESTAK EMPREENDIMENTOS E PARTICIPACOES L 04.02.2009            2.700.000,00 0                 0                 23.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7170216      1   44 CENTRO INTEGRADO DE ENSINO TECNICO LTDA  05.11.2004              300.000,00 0                 0                 17.03.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7189973      1   60 J M N TRANSPORTE RODOVIARIO E LOCACOES L 26.01.2005               30.000,00 0                 0                 27.06.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7205006      1   44 COBI SAUDE LTDA ME                       20.01.2005               50.000,00 0                 0                 30.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7286515      1   49 EDITORA WP NEWS LTDA ME                  17.04.2006               25.000,00 0                 0                 26.06.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7300501      2   13 CAMILA GOMES - EPP                       27.03.2008               10.000,00 0                 0                 11.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7328557      1    3 GIOVANI TELLES DA SILVA                  16.03.2005               10.000,00 0                 0                 08.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7330154      3   52 GABRIEL AGGIO POSSIGNOLLO & CIA LTDA - E 13.12.2012               16.000,00 0                 0                 03.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7363608      1   20 CARDIOMED SERV DE CARDIOLOGIA E REPRESEN 06.05.2005              100.000,00 0                 0                 02.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7411872      1   91 MUNDO BRASIL COMUNICACOES LTDA           26.04.2005               10.000,00 0                 0                 07.03.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7439146      1   87 WEGER DO BRASIL INDUSTRIA E COM DE EQUIP 11.05.2005              100.000,00 0                 0                 06.11.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7454336      1   73 SKILL CORRETORA DE MERCADORIAS LTDA      31.05.2005               25.000,00 0                 0                 23.06.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7471730      3   81 ZATTA COMERCIO DE CALCADOS LTDA - ME     06.06.2014               30.000,00 0                 0                 08.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7494327      1    6 EVANDRO IRON BATISTA DA CONCEICAO ME     15.07.2005                5.000,00 0                 0                 24.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7526101      1   40 J F RAMOS EMPREENDIMENTOS IMOBILIARIOS L 25.07.2005              636.000,00 0                 0                 01.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7562053      1   45 J WILSON MOREIRA GONCALVES DE ILHEUS ME  19.08.2005               10.000,00 0                 0                 24.10.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7607322      1   42 FRANQUEADORA DE SERVICOS PRIME LTDA ME   30.08.2005              175.000,00 0                 0                 08.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7621637      1   44 ADEMAR E ALVES ROUPAS E CALCADOS LTDA    05.10.2005               50.000,00 0                 0                 24.07.2009                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7622151      1   20 NATURAL DE IPANEMA COMERCIO DE PRODUTOS  30.09.2005               20.000,00 0                 0                 18.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7634197      1   60 M. L. R. SILVA OTICA - ME                03.10.2005               35.000,00 0                 0                 04.11.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7662086      1   67 IRMAOS FRANTZ ADMIN DE IMOVEIS LTDA      18.10.2005            1.215.000,00 0                 0                 09.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7686738      1    1 PORTAL ADMINISTRACAO COBRANCA E PARTICIP 25.08.2005               10.000,00 0                 0                 22.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7702490      1   17 LISANFREE SERRALHERIA INDUSTRIAL LTDA EP 17.11.2005               20.000,00 0                 0                 17.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7715946      1   83 MOGIPASSES COMERCIO DE BILHETES ELETRONI 20.10.2005              500.000,00 0                 0                 28.01.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7742612      1    7 POSSEIDON TURISMO LTDA                   26.05.1988                5.000,00 0                 0                 07.04.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7752032      1   92 CAMARA DE MEDIACAO E ARBITRAGEM DE SAO B 05.07.2005               10.000,00 0                 0                 23.06.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7760056      1   93 J R A INDUSTRIA ELETROMECANICA LTDA EPP  13.12.2005              200.000,00 0                 0                 03.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7764404      1    9 J T DA SILVA SOUZA - ME                  19.12.2005               10.000,00 0                 0                 28.10.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7770680      1   71 SOL REPRESENTACAO COMERCIAL LTDA         12.12.2005                5.000,00 0                 0                 11.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7775651      1    0 RAIMUNDO PAULA BARBOSA ME                06.01.2006                5.000,00 0                 0                 08.01.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7807877      1   38 SERGIO MURILO DE SOUZA - ME              10.10.2005                5.000,00 0                 0                 22.04.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7858754      1   26 BLANC ITALINA BIJUTERIAS LTDA ME         06.02.2006               15.000,00 0                 0                 08.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7880687      5   70 NOSSO ESTOQUE DISTRIBUICAO LTDA          19.08.2011               30.000,00 0                 0                 10.06.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7884328      1   67 RIBEIRO & LIMA AUTOMOVEIS LTDA ME        07.03.2006               15.000,00 0                 0                 07.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7894190      1   87 FACTURA COBRANCA LTDA ME                 21.02.2006               30.000,00 0                 0                 28.05.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7894929      1   50 WALTER MONTEIRO E MERCEDES BETA MERCADO  22.02.2006               10.000,00 0                 0                 16.12.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   7906868      1    2 GRILO DOCE INDUSTRIA DE ALIMENTOS LTDA M 13.03.2006               30.000,00 0                 0                 30.05.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
