                         --- INICIO DO RELATORIO ---                                                     --- INICIO DO RELATORIO ---                            
                                                                                                                                                                
CLLP2577                                        REGISTROS DO ARQUIVO PRODUTOS BASE DO EMPF                           PAG.:         1                            
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        2                 5                 0        129                                                                        
                                        4                 3                 0        351                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                                                                                                                                                
CLLP2577                                        REGISTROS DO ARQUIVO PRODUTOS BASE DO EMPF                           PAG.:        15                            
                                                                                                                          05/03/2015                            
                                                                                                                                                                
                                    PRODUTO         SUBPRODUTO       CONVENIO     CARTEIRA                                                                      
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        2                 1                 0        842                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        340                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                       12                 3                 0        348                                                                        
                                        0                 0                 0        321                                                                        
                                       12                 3                 0        348                                                                        
                                        0                 0                 0        CHE                                                                        
                                       12                17               919        346                                                                        
                                       12                17               919        346                                                                        
                                       20                 1                 0        299                                                                        
                                        0                 0                 0        602                                                                        
                                                                                                                                                                
CLLP2577                                        REGISTROS DO ARQUIVO PRODUTOS BASE DO EMPF                           PAG.:        16                            
                                                                                                                          05/03/2015                            
                                                                                                                                                                
                                    PRODUTO         SUBPRODUTO       CONVENIO     CARTEIRA                                                                      
                                        0                 0                 0        CHE                                                                        
                                       20                 1                 0        299                                                                        
                                       12                17               928        346                                                                        
                                       12                 3                 0        348                                                                        
                                       12                17               928        346                                                                        
                                        0                 0                 0        299                                                                        
                                        0                 0                 0        ECJ                                                                        
                                        0                 0                 0        294                                                                        
                                        0                 0                 0        299                                                                        
                                        0                 0                 0        DCC                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        187                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        348                                                                        
                                        0                 0                 0        348                                                                        
                                       20                 1                 0        299                                                                        
                                       12               146             32008        347                                                                        
                                       12                83             37128        444                                                                        
                                        0                 0                 0        321                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                        0                 0                 0        333                                                                        
                                        0                 0                 0        280                                                                        
                                        0                 0                 0        729                                                                        
                                        0                 0                 0        502                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        348                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        348                                                                        
                                       12                 3                 0        348                                                                        
                                       12               109             27119        708                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                                                                                                                                                
CLLP2577                                        REGISTROS DO ARQUIVO PRODUTOS BASE DO EMPF                           PAG.:        17                            
                                                                                                                          05/03/2015                            
                                                                                                                                                                
                                    PRODUTO         SUBPRODUTO       CONVENIO     CARTEIRA                                                                      
                                        0                 0                 0        299                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                        0                 0                 0        728                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                       12                 3                 0        348                                                                        
                                        6                 1             22756        621                                                                        
                                       12                78             28770        725                                                                        
                                       12                 3                 0        348                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        348                                                                        
                                       12                17             45581        346                                                                        
                                        0                 0                 0        DCC                                                                        
                                        0                 0                 0        299                                                                        
                                       20                 1                 0        299                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               928        346                                                                        
                                        0                 0                 0        350                                                                        
                                        0                 0                 0        350                                                                        
                                        0                 0                 0        379                                                                        
                                        0                 0                 0        379                                                                        
                                        0                 0                 0        379                                                                        
                                       12                78             28770        725                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        348                                                                        
                                       12                41                 0        321                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        197                                                                        
                                        0                 0                 0        299                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        348                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        348                                                                        
                                        0                 0                 6        215                                                                        
                                        0                 0                 0        379                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        6                 1             24557        621                                                                        
                                        0                 0                 0        659                                                                        
                                                                                                                                                                
CLLP2577                                        REGISTROS DO ARQUIVO PRODUTOS BASE DO EMPF                           PAG.:        18                            
                                                                                                                          05/03/2015                            
                                                                                                                                                                
                                    PRODUTO         SUBPRODUTO       CONVENIO     CARTEIRA                                                                      
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                        0                 0                 0        321                                                                        
                                       20                 1                 0        299                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        348                                                                        
                                       12                17               918        346                                                                        
                                        0                 0                 0        361                                                                        
                                        0                 0                 0        361                                                                        
                                        0                 0                 0        338                                                                        
                                        0                 0                 0        361                                                                        
                                       12                41                 0        321                                                                        
                                       12               109             49584        708                                                                        
                                        4                 3                 0        351                                                                        
                                        4                61              4930        722                                                                        
                                        0                 0                 0        352                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        299                                                                        
                                       20                 1                 0        299                                                                        
                                       12                 3                 0        348                                                                        
                                       12               109             27119        708                                                                        
                                        0                 0                 0        376                                                                        
                                        0                 0                 0        376                                                                        
                                        0                 0                 0        376                                                                        
                                        0                 0                 0        376                                                                        
                                        0                 0                 0        376                                                                        
                                        0                 0                 0        376                                                                        
                                        0                 0                 0        376                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        725                                                                        
                                        0                 0                 0        346                                                                        
                                                                                                                                                                
CLLP2577                                        REGISTROS DO ARQUIVO PRODUTOS BASE DO EMPF                           PAG.:        19                            
                                                                                                                          05/03/2015                            
                                                                                                                                                                
                                    PRODUTO         SUBPRODUTO       CONVENIO     CARTEIRA                                                                      
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        348                                                                        
                                        0                 0                 0        602                                                                        
                                       12                17             40007        346                                                                        
                                        0                 0                 0        370                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                       20                 1                 0        299                                                                        
                                        6                 1                 0        621                                                                        
                                       12                17               928        346                                                                        
                                       12               109             27119        708                                                                        
                                        0                 0                 0        385                                                                        
                                        0                 0                 0        321                                                                        
                                       20                 1                 0        299                                                                        
                                       12               146             32008        347                                                                        
                                        0                 0                 0        348                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        280                                                                        
                                        0                 0                 0        299                                                                        
                                        0                 0                 0        659                                                                        
                                        0                 0                 0        227                                                                        
                                        0                 0                 0        351                                                                        
                                       12               126                 0        628                                                                        
                                        0                 0                 0        ECJ                                                                        
                                        0                 0                 0        LCJ                                                                        
                                        4                 3                 0        351                                                                        
                                        6                43                 0        621                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                        2                 2                 0        809                                                                        
                                                                                                                                                                
CLLP2577                                        REGISTROS DO ARQUIVO PRODUTOS BASE DO EMPF                           PAG.:        20                            
                                                                                                                          05/03/2015                            
                                                                                                                                                                
                                    PRODUTO         SUBPRODUTO       CONVENIO     CARTEIRA                                                                      
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        602                                                                        
                                        0                 0                 0        348                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               928        346                                                                        
                                       12                17               928        346                                                                        
                                        0                 0                 0        346                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        348                                                                        
                                        0                 0                 0        348                                                                        
                                        0                 0                 0        688                                                                        
                                        0                 0                 0        502                                                                        
                                       12                 3                 0        348                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        321                                                                        
                                        0                 0                 0        321                                                                        
                                       12                17             29629        346                                                                        
                                       12                17             29629        346                                                                        
                                       12                17             29629        346                                                                        
                                       12                17             29629        346                                                                        
                                       12                17             29629        346                                                                        
                                       12                17             29629        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                       12                17               918        346                                                                        
                                                      TOTALIZACAO                                                                                               
                                         -------------------------------------------------------                                                                
                                         REGISTROS LIDOS NO ARQENTRA ...........:       1.000                                                                   
                                         REGISTROS GRAVADOS.....................:       1.002                                                                   
